data;
param m := 20;
param n := 200;
param c :=
    5 186 30
    5 187 25
    5 188 16
    5 189 36
    5 190 41
    5 191 58
    5 192 42
    5 193 54
    5 194 42
    5 195 56
    5 196 37
    5 197 28
    5 198 103
    5 199 86
    5 200 63
    6 1 95
    6 2 71
    6 3 20
    6 4 46
    6 5 49
    6 6 27
    6 7 68
    6 8 54
    6 9 26
    6 10 59
    6 11 105
    6 12 58
    6 13 98
    6 14 83
    6 15 11
    6 16 65
    6 17 104
    6 18 40
    6 19 56
    6 20 45
    6 21 35
    6 22 90
    6 23 103
    6 24 80
    6 25 77
    6 26 59
    6 27 30
    6 28 113
    6 29 50
    6 30 36
    6 31 2
    6 32 30
    6 33 40
    6 34 49
    6 35 91
    6 36 44
    6 37 6
    6 38 88
    6 39 44
    6 40 68
    6 41 18
    6 42 15
    6 43 79
    6 44 64
    6 45 94
    6 46 53
    6 47 97
    6 48 38
    6 49 69
    6 50 55
    6 51 54
    6 52 60
    6 53 67
    6 54 88
    6 55 42
    6 56 102
    6 57 45
    6 58 76
    6 59 54
    6 60 33
    6 61 40
    6 62 62
    6 63 46
    6 64 20
    6 65 89
    6 66 38
    6 67 71
    6 68 22
    6 69 23
    6 70 80
    6 71 93
    6 72 12
    6 73 108
    6 74 92
    6 75 83
    6 76 31
    6 77 103
    6 78 13
    6 79 92
    6 80 72
    6 81 36
    6 82 82
    6 83 46
    6 84 72
    6 85 35
    6 86 103
    6 87 23
    6 88 49
    6 89 40
    6 90 26
    6 91 11
    6 92 34
    6 93 98
    6 94 60
    6 95 8
    6 96 78
    6 97 77
    6 98 34
    6 99 58
    6 100 93
    6 101 41
    6 102 79
    6 103 106
    6 104 8
    6 105 32
    6 106 28
    6 107 8
    6 108 24
    6 109 47
    6 110 57
    6 111 89
    6 112 31
    6 113 93
    6 114 7
    6 115 59
    6 116 110
    6 117 97
    6 118 42
    6 119 41
    6 120 26
    6 121 76
    6 122 20
    6 123 79
    6 124 63
    6 125 105
    6 126 76
    6 127 50
    6 128 10
    6 129 101
    6 130 76
    6 131 62
    6 132 28
    6 133 55
    6 134 66
    6 135 64
    6 136 64
    6 137 41
    6 138 90
    6 139 37
    6 140 65
    6 141 57
    6 142 78
    6 143 73
    6 144 43
    6 145 55
    6 146 82
    6 147 109
    6 148 30
    6 149 64
    6 150 96
    6 151 49
    6 152 43
    6 153 19
    6 154 56
    6 155 67
    6 156 23
    6 157 66
    6 158 76
    6 159 64
    6 160 64
    6 161 39
    6 162 5
    6 163 64
    6 164 83
    6 165 70
    6 166 100
    6 167 108
    6 168 108
    6 169 58
    6 170 86
    6 171 105
    6 172 61
    6 173 18
    6 174 73
    6 175 107
    6 176 77
    6 177 115
    6 178 17
    6 179 103
    6 180 29
    6 181 97
    6 182 38
    6 183 89
    6 184 87
    6 185 88
    6 186 92
    6 187 56
    6 188 62
    6 189 21
    6 190 49
    6 191 55
    6 192 32
    6 193 37
    6 194 65
    6 195 41
    6 196 78
    6 197 86
    6 198 28
    6 199 63
    6 200 52
    7 1 18
    7 2 22
    7 3 60
    7 4 40
    7 5 25
    7 6 45
    7 7 22
    7 8 45
    7 9 56
    7 10 29
    7 11 64
    7 12 90
    7 13 73
    7 14 103
    7 15 56
    7 16 53
    7 17 37
    7 18 69
    7 19 22
    7 20 91
    7 21 44
    7 22 104
    7 23 64
    7 24 65
    7 25 14
    7 26 45
    7 27 99
    7 28 14
    7 29 73
    7 30 16
    7 31 72
    7 32 29
    7 33 51
    7 34 93
    7 35 43
    7 36 78
    7 37 52
    7 38 34
    7 39 41
    7 40 64
    7 41 54
    7 42 37
    7 43 84
    7 44 53
    7 45 16
    7 46 30
    7 47 98
    7 48 77
    7 49 29
    7 50 110
    7 51 92
    7 52 85
    7 53 81
    7 54 97
    7 55 100
    7 56 61
    7 57 4
    7 58 31
    7 59 39
    7 60 54
    7 61 15
    7 62 34
    7 63 51
    7 64 77
    7 65 54
    7 66 75
    7 67 27
    7 68 105
    7 69 96
    7 70 66
    7 71 84
    7 72 6
    7 73 98
    7 74 80
    7 75 32
    7 76 101
    7 77 11
    7 78 41
    7 79 54
    7 80 114
    7 81 98
    7 82 101
    7 83 101
    7 84 55
    7 85 91
    7 86 104
    7 87 45
    7 88 96
    7 89 33
    7 90 56
    7 91 114
    7 92 84
    7 93 90
    7 94 72
    7 95 24
    7 96 55
    7 97 23
    7 98 62
    7 99 38
    7 100 39
    7 101 74
    7 102 88
    7 103 98
    7 104 15
    7 105 88
    7 106 100
    7 107 64
    7 108 45
    7 109 69
    7 110 77
    7 111 99
    7 112 105
    7 113 17
    7 114 30
    7 115 87
    7 116 63
    7 117 84
    7 118 24
    7 119 58
    7 120 74
    7 121 54
    7 122 74
    7 123 26
    7 124 52
    7 125 26
    7 126 26
    7 127 31
    7 128 41
    7 129 41
    7 130 97
    7 131 113
    7 132 40
    7 133 72
    7 134 29
    7 135 27
    7 136 91
    7 137 59
    7 138 25
    7 139 92
    7 140 52
    7 141 11
    7 142 44
    7 143 16
    7 144 74
    7 145 104
    7 146 49
    7 147 90
    7 148 47
    7 149 3
    7 150 77
    7 151 47
    7 152 34
    7 153 21
    7 154 102
    7 155 74
    7 156 32
    7 157 82
    7 158 93
    7 159 84
    7 160 102
    7 161 87
    7 162 58
    7 163 83
    7 164 69
    7 165 31
    7 166 45
    7 167 44
    7 168 40
    7 169 76
    7 170 81
    7 171 39
    7 172 95
    7 173 60
    7 174 29
    7 175 105
    7 176 4
    7 177 76
    7 178 111
    7 179 28
    7 180 71
    7 181 65
    7 182 27
    7 183 71
    7 184 25
    7 185 72
    7 186 97
    7 187 110
    7 188 114
    7 189 95
    7 190 91
    7 191 85
    7 192 105
    7 193 52
    7 194 33
    7 195 50
    7 196 70
    7 197 102
    7 198 7
    7 199 38
    7 200 86
    8 1 18
    8 2 118
    8 3 63
    8 4 91
    8 5 45
    8 6 106
    8 7 74
    8 8 45
    8 9 80
    8 10 91
    8 11 71
    8 12 82
    8 13 56
    8 14 62
    8 15 83
    8 16 16
    8 17 27
    8 18 64
    8 19 53
    8 20 56
    8 21 112
    8 22 104
    8 23 112
    8 24 56
    8 25 57
    8 26 69
    8 27 93
    8 28 90
    8 29 68
    8 30 95
    8 31 107
    8 32 62
    8 33 55
    8 34 89
    8 35 70
    8 36 35
    8 37 26
    8 38 25
    8 39 46
    8 40 26
    8 41 72
    8 42 9
    8 43 100
    8 44 45
    8 45 57
    8 46 109
    8 47 92
    8 48 36
    8 49 109
    8 50 45
    8 51 82
    8 52 17
    8 53 107
    8 54 74
    8 55 115
    8 56 30
    8 57 100
    8 58 95
    8 59 97
    8 60 20
    8 61 68
    8 62 68
    8 63 44
    8 64 99
    8 65 72
    8 66 50
    8 67 65
    8 68 87
    8 69 20
    8 70 104
    8 71 78
    8 72 41
    8 73 106
    8 74 26
    8 75 109
    8 76 92
    8 77 3
    8 78 79
    8 79 74
    8 80 17
    8 81 100
    8 82 46
    8 83 40
    8 84 37
    8 85 36
    8 86 50
    8 87 53
    8 88 99
    8 89 108
    8 90 23
    8 91 63
    8 92 88
    8 93 112
    8 94 50
    8 95 14
    8 96 90
    8 97 85
    8 98 99
    8 99 77
    8 100 91
    8 101 95
    8 102 39
    8 103 37
    8 104 42
    8 105 26
    8 106 63
    8 107 45
    8 108 36
    8 109 39
    8 110 86
    8 111 81
    8 112 38
    8 113 31
    8 114 77
    8 115 30
    8 116 60
    8 117 62
    8 118 81
    8 119 42
    8 120 58
    8 121 100
    8 122 28
    8 123 45
    8 124 72
    8 125 100
    8 126 64
    8 127 52
    8 128 94
    8 129 61
    8 130 56
    8 131 57
    8 132 30
    8 133 10
    8 134 13
    8 135 62
    8 136 29
    8 137 29
    8 138 90
    8 139 9
    8 140 93
    8 141 43
    8 142 109
    8 143 95
    8 144 75
    8 145 47
    8 146 10
    8 147 63
    8 148 73
    8 149 100
    8 150 97
    8 151 87
    8 152 28
    8 153 90
    8 154 67
    8 155 67
    8 156 25
    8 157 86
    8 158 78
    8 159 31
    8 160 28
    8 161 43
    8 162 63
    8 163 101
    8 164 33
    8 165 39
    8 166 85
    8 167 108
    8 168 104
    8 169 83
    8 170 51
    8 171 10
    8 172 79
    8 173 46
    8 174 63
    8 175 72
    8 176 29
    8 177 87
    8 178 38
    8 179 45
    8 180 82
    8 181 99
    8 182 114
    8 183 29
    8 184 31
    8 185 23
    8 186 100
    8 187 10
    8 188 51
    8 189 100
    8 190 83
    8 191 90
    8 192 58
    8 193 22
    8 194 67
    8 195 99
    8 196 68
    8 197 45
    8 198 86
    8 199 18
    8 200 25
    9 1 52
    9 2 81
    9 3 55
    9 4 38
    9 5 51
    9 6 11
    9 7 103
    9 8 24
    9 9 58
    9 10 59
    9 11 12
    9 12 102
    9 13 82
    9 14 49
    9 15 78
    9 16 48
    9 17 98
    9 18 29
    9 19 42
    9 20 8
    9 21 81
    9 22 111
    9 23 86
    9 24 106
    9 25 26
    9 26 114
    9 27 38
    9 28 89
    9 29 47
    9 30 61
    9 31 52
    9 32 100
    9 33 66
    9 34 110
    9 35 100
    9 36 50
    9 37 32
    9 38 58
    9 39 46
    9 40 107
    9 41 85
    9 42 10
    9 43 35
    9 44 64
    9 45 40
    9 46 61
    9 47 98
    9 48 28
    9 49 85
    9 50 59
    9 51 66
    9 52 81
    9 53 98
    9 54 76
    9 55 64
    9 56 19
    9 57 73
    9 58 96
    9 59 71
    9 60 70
    9 61 95
    9 62 41
    9 63 38
    9 64 17
    9 65 75
    9 66 77
    9 67 74
    9 68 101
    9 69 81
    9 70 88
    9 71 74
    9 72 44
    9 73 62
    9 74 75
    9 75 57
    9 76 44
    9 77 103
    9 78 52
    9 79 66
    9 80 100
    9 81 86
    9 82 56
    9 83 59
    9 84 38
    9 85 77
    9 86 98
    9 87 105
    9 88 48
    9 89 55
    9 90 84
    9 91 49
    9 92 68
    9 93 91
    9 94 59
    9 95 19
    9 96 85
    9 97 17
    9 98 99
    9 99 37
    9 100 79
    9 101 55
    9 102 50
    9 103 35
    9 104 107
    9 105 54
    9 106 37
    9 107 72
    9 108 100
    9 109 68
    9 110 86
    9 111 70
    9 112 52
    9 113 98
    9 114 92
    9 115 88
    9 116 46
    9 117 96
    9 118 34
    9 119 101
    9 120 44
    9 121 55
    9 122 55
    9 123 92
    9 124 106
    9 125 71
    9 126 32
    9 127 93
    9 128 98
    9 129 104
    9 130 77
    9 131 65
    9 132 35
    9 133 31
    9 134 96
    9 135 7
    9 136 68
    9 137 84
    9 138 42
    9 139 67
    9 140 36
    9 141 64
    9 142 52
    9 143 14
    9 144 43
    9 145 47
    9 146 77
    9 147 54
    9 148 38
    9 149 43
    9 150 69
    9 151 36
    9 152 20
    9 153 48
    9 154 47
    9 155 74
    9 156 82
    9 157 101
    9 158 97
    9 159 25
    9 160 50
    9 161 40
    9 162 53
    9 163 87
    9 164 3
    9 165 51
    9 166 61
    9 167 80
    9 168 25
    9 169 104
    9 170 100
    9 171 62
    9 172 14
    9 173 39
    9 174 77
    9 175 10
    9 176 86
    9 177 14
    9 178 47
    9 179 9
    9 180 89
    9 181 101
    9 182 7
    9 183 88
    9 184 117
    9 185 104
    9 186 78
    9 187 42
    9 188 42
    9 189 23
    9 190 35
    9 191 16
    9 192 79
    9 193 62
    9 194 15
    9 195 100
    9 196 77
    9 197 55
    9 198 39
    9 199 78
    9 200 55
    10 1 54
    10 2 42
    10 3 91
    10 4 20
    10 5 107
    10 6 73
    10 7 105
    10 8 21
    10 9 31
    10 10 58
    10 11 60
    10 12 75
    10 13 24
    10 14 75
    10 15 46
    10 16 111
    10 17 62
    10 18 33
    10 19 13
    10 20 15
    10 21 89
    10 22 48
    10 23 99
    10 24 65
    10 25 38
    10 26 72
    10 27 35
    10 28 94
    10 29 93
    10 30 110
    10 31 77
    10 32 38
    10 33 38
    10 34 42
    10 35 98
    10 36 23
    10 37 37
    10 38 54
    10 39 16
    10 40 110
    10 41 67
    10 42 12
    10 43 87
    10 44 95
    10 45 39
    10 46 84
    10 47 72
    10 48 104
    10 49 97
    10 50 98
    10 51 39
    10 52 51
    10 53 104
    10 54 103
    10 55 79
    10 56 31
    10 57 52
    10 58 13
    10 59 17
    10 60 17
    10 61 70
    10 62 116
    10 63 45
    10 64 59
    10 65 62
    10 66 36
    10 67 19
    10 68 12
    10 69 91
    10 70 80
    10 71 38
    10 72 35
    10 73 38
    10 74 29
    10 75 56
    10 76 72
    10 77 26
    10 78 66
    10 79 42
    10 80 63
    10 81 55
    10 82 18
    10 83 25
    10 84 60
    10 85 106
    10 86 27
    10 87 33
    10 88 82
    10 89 74
    10 90 52
    10 91 24
    10 92 7
    10 93 21
    10 94 78
    10 95 22
    10 96 23
    10 97 89
    10 98 25
    10 99 67
    10 100 85
    10 101 82
    10 102 7
    10 103 75
    10 104 105
    10 105 32
    10 106 35
    10 107 113
    10 108 87
    10 109 117
    10 110 96
    10 111 41
    10 112 55
    10 113 35
    10 114 26
    10 115 106
    10 116 77
    10 117 63
    10 118 32
    10 119 114
    10 120 66
    10 121 96
    10 122 26
    10 123 24
    10 124 92
    10 125 113
    10 126 44
    10 127 104
    10 128 38
    10 129 14
    10 130 69
    10 131 22
    10 132 33
    10 133 37
    10 134 79
    10 135 59
    10 136 106
    10 137 14
    10 138 36
    10 139 72
    10 140 51
    10 141 14
    10 142 91
    10 143 71
    10 144 26
    10 145 66
    10 146 13
    10 147 110
    10 148 103
    10 149 41
    10 150 51
    10 151 81
    10 152 94
    10 153 34
    10 154 72
    10 155 20
    10 156 57
    10 157 66
    10 158 84
    10 159 13
    10 160 55
    10 161 64
    10 162 93
    10 163 59
    10 164 59
    10 165 115
    10 166 78
    10 167 43
    10 168 32
    10 169 39
    10 170 102
    10 171 101
    10 172 70
    10 173 58
    10 174 73
    10 175 42
    10 176 92
    10 177 95
    10 178 75
    10 179 38
    10 180 14
    10 181 53
    10 182 98
    10 183 51
    10 184 77
    10 185 80
    10 186 32
    10 187 105
    10 188 33
    10 189 76
    10 190 88
    10 191 11
    10 192 28
    10 193 59
