data;
param m := 10;
param n := 100;
param c :=
    6 35 48
    6 36 29
    6 37 40
    6 38 44
    6 39 31
    6 40 26
    6 41 31
    6 42 10
    6 43 13
    6 44 43
    6 45 49
    6 46 30
    6 47 46
    6 48 16
    6 49 11
    6 50 37
    6 51 24
    6 52 39
    6 53 40
    6 54 39
    6 55 30
    6 56 23
    6 57 28
    6 58 26
    6 59 26
    6 60 39
    6 61 23
    6 62 31
    6 63 23
    6 64 10
    6 65 45
    6 66 39
    6 67 42
    6 68 13
    6 69 25
    6 70 37
    6 71 38
    6 72 26
    6 73 22
    6 74 38
    6 75 33
    6 76 24
    6 77 43
    6 78 45
    6 79 10
    6 80 30
    6 81 25
    6 82 12
    6 83 25
    6 84 34
    6 85 11
    6 86 46
    6 87 50
    6 88 50
    6 89 19
    6 90 20
    6 91 39
    6 92 29
    6 93 28
    6 94 36
    6 95 19
    6 96 38
    6 97 38
    6 98 24
    6 99 45
    6 100 26
    7 1 34
    7 2 49
    7 3 17
    7 4 11
    7 5 14
    7 6 48
    7 7 42
    7 8 23
    7 9 27
    7 10 25
    7 11 28
    7 12 32
    7 13 21
    7 14 39
    7 15 48
    7 16 33
    7 17 11
    7 18 39
    7 19 30
    7 20 44
    7 21 46
    7 22 14
    7 23 47
    7 24 30
    7 25 39
    7 26 36
    7 27 37
    7 28 47
    7 29 25
    7 30 38
    7 31 41
    7 32 49
    7 33 33
    7 34 11
    7 35 40
    7 36 50
    7 37 50
    7 38 28
    7 39 39
    7 40 44
    7 41 21
    7 42 17
    7 43 38
    7 44 25
    7 45 25
    7 46 12
    7 47 14
    7 48 16
    7 49 20
    7 50 45
    7 51 47
    7 52 18
    7 53 32
    7 54 45
    7 55 44
    7 56 25
    7 57 28
    7 58 31
    7 59 39
    7 60 12
    7 61 15
    7 62 42
    7 63 50
    7 64 21
    7 65 16
    7 66 49
    7 67 25
    7 68 22
    7 69 10
    7 70 20
    7 71 16
    7 72 11
    7 73 27
    7 74 15
    7 75 29
    7 76 34
    7 77 27
    7 78 42
    7 79 43
    7 80 46
    7 81 44
    7 82 42
    7 83 28
    7 84 48
    7 85 23
    7 86 33
    7 87 20
    7 88 39
    7 89 31
    7 90 10
    7 91 43
    7 92 48
    7 93 20
    7 94 48
    7 95 46
    7 96 43
    7 97 39
    7 98 29
    7 99 32
    7 100 33
    8 1 26
    8 2 32
    8 3 41
    8 4 10
    8 5 34
    8 6 43
    8 7 47
    8 8 20
    8 9 21
    8 10 42
    8 11 41
    8 12 16
    8 13 28
    8 14 35
    8 15 39
    8 16 23
    8 17 29
    8 18 35
    8 19 41
    8 20 15
    8 21 26
    8 22 32
    8 23 41
    8 24 43
    8 25 15
    8 26 35
    8 27 34
    8 28 10
    8 29 21
    8 30 14
    8 31 48
    8 32 43
    8 33 28
    8 34 41
    8 35 13
    8 36 43
    8 37 10
    8 38 31
    8 39 29
    8 40 45
    8 41 45
    8 42 16
    8 43 33
    8 44 27
    8 45 26
    8 46 17
    8 47 34
    8 48 14
    8 49 23
    8 50 29
    8 51 42
    8 52 15
    8 53 16
    8 54 20
    8 55 38
    8 56 29
    8 57 20
    8 58 32
    8 59 17
    8 60 20
    8 61 26
    8 62 12
    8 63 38
    8 64 31
    8 65 32
    8 66 31
    8 67 28
    8 68 29
    8 69 33
    8 70 21
    8 71 48
    8 72 27
    8 73 19
    8 74 18
    8 75 37
    8 76 13
    8 77 33
    8 78 12
    8 79 25
    8 80 32
    8 81 23
    8 82 48
    8 83 34
    8 84 20
    8 85 28
    8 86 11
    8 87 12
    8 88 14
    8 89 18
    8 90 37
    8 91 28
    8 92 49
    8 93 23
    8 94 20
    8 95 19
    8 96 37
    8 97 16
    8 98 39
    8 99 12
    8 100 49
    9 1 40
    9 2 42
    9 3 30
    9 4 26
    9 5 30
    9 6 30
    9 7 25
    9 8 29
    9 9 29
    9 10 31
    9 11 36
    9 12 23
    9 13 10
    9 14 48
    9 15 23
    9 16 48
    9 17 32
    9 18 29
    9 19 38
    9 20 28
    9 21 37
    9 22 15
    9 23 15
    9 24 28
    9 25 41
    9 26 23
    9 27 22
    9 28 38
    9 29 45
    9 30 27
    9 31 48
    9 32 20
    9 33 32
    9 34 32
    9 35 34
    9 36 38
    9 37 46
    9 38 41
    9 39 41
    9 40 48
    9 41 16
    9 42 35
    9 43 25
    9 44 35
    9 45 49
    9 46 39
    9 47 47
    9 48 36
    9 49 22
    9 50 47
    9 51 41
    9 52 36
    9 53 25
    9 54 21
    9 55 42
    9 56 11
    9 57 16
    9 58 37
    9 59 12
    9 60 29
    9 61 22
    9 62 47
    9 63 10
    9 64 22
    9 65 37
    9 66 39
    9 67 12
    9 68 40
    9 69 39
    9 70 11
    9 71 43
    9 72 42
    9 73 21
    9 74 11
    9 75 44
    9 76 12
    9 77 47
    9 78 36
    9 79 17
    9 80 42
    9 81 15
    9 82 23
    9 83 41
    9 84 22
    9 85 20
    9 86 40
    9 87 42
    9 88 10
    9 89 27
    9 90 24
    9 91 49
    9 92 27
    9 93 21
    9 94 40
    9 95 48
    9 96 49
    9 97 22
    9 98 16
    9 99 14
    9 100 25
    10 1 26
    10 2 29
    10 3 25
    10 4 21
    10 5 16
    10 6 20
    10 7 38
    10 8 41
    10 9 38
    10 10 24
    10 11 41
    10 12 41
    10 13 14
    10 14 31
    10 15 32
    10 16 32
    10 17 17
    10 18 23
    10 19 25
    10 20 35
    10 21 16
    10 22 17
    10 23 43
    10 24 24
    10 25 35
    10 26 35
    10 27 24
    10 28 16
    10 29 23
    10 30 31
    10 31 19
    10 32 48
    10 33 28
    10 34 30
    10 35 13
    10 36 35
    10 37 34
    10 38 26
    10 39 46
    10 40 23
    10 41 16
    10 42 39
    10 43 16
    10 44 48
    10 45 44
    10 46 48
    10 47 22
    10 48 48
    10 49 21
    10 50 11
    10 51 35
    10 52 14
    10 53 29
    10 54 38
    10 55 41
    10 56 34
    10 57 22
    10 58 31
    10 59 36
    10 60 38
    10 61 15
    10 62 13
    10 63 22
    10 64 19
    10 65 27
    10 66 40
    10 67 27
    10 68 12
    10 69 12
    10 70 25
    10 71 42
    10 72 40
    10 73 24
    10 74 41
    10 75 39
    10 76 34
    10 77 33
    10 78 40
    10 79 33
    10 80 31
    10 81 35
    10 82 14
    10 83 29
    10 84 35
    10 85 16
    10 86 14
    10 87 23
    10 88 47
    10 89 23
    10 90 35
    10 91 12
    10 92 24
    10 93 42
    10 94 48
    10 95 31
    10 96 31
    10 97 11
    10 98 13
    10 99 41
    10 100 41;
param a :=
    1 1 12
    1 2 18
    1 3 20
    1 4 8
    1 5 22
    1 6 16
    1 7 19
    1 8 24
    1 9 9
    1 10 21
    1 11 13
    1 12 22
    1 13 14
    1 14 7
    1 15 11
    1 16 8
    1 17 23
    1 18 7
    1 19 7
    1 20 14
    1 21 15
    1 22 9
    1 23 12
    1 24 16
    1 25 6
    1 26 14
    1 27 25
    1 28 24
    1 29 12
    1 30 17
    1 31 14
    1 32 18
    1 33 16
    1 34 9
    1 35 9
    1 36 25
    1 37 7
    1 38 9
    1 39 11
    1 40 20
    1 41 10
    1 42 13
    1 43 22
    1 44 24
    1 45 8
    1 46 16
    1 47 6
    1 48 19
    1 49 8
    1 50 23
    1 51 24
    1 52 13
    1 53 9
    1 54 15
    1 55 16
    1 56 14
    1 57 9
    1 58 14
    1 59 8
    1 60 6
    1 61 13
    1 62 13
    1 63 24
    1 64 18
    1 65 7
    1 66 13
    1 67 24
    1 68 22
    1 69 8
    1 70 20
    1 71 25
    1 72 6
    1 73 19
    1 74 19
    1 75 13
    1 76 14
    1 77 5
    1 78 24
    1 79 18
    1 80 20
    1 81 20
    1 82 10
    1 83 13
    1 84 19
    1 85 11
    1 86 23
    1 87 19
    1 88 12
    1 89 25
    1 90 16
    1 91 13
    1 92 9
    1 93 19
    1 94 13
    1 95 9
    1 96 5
    1 97 20
    1 98 5
    1 99 7
    1 100 21
    2 1 15
    2 2 12
    2 3 9
    2 4 14
    2 5 16
    2 6 11
    2 7 5
    2 8 5
    2 9 9
    2 10 9
    2 11 15
    2 12 11
    2 13 16
    2 14 11
    2 15 24
    2 16 6
    2 17 13
    2 18 20
    2 19 8
    2 20 14
    2 21 7
    2 22 10
    2 23 11
    2 24 10
    2 25 24
    2 26 6
    2 27 12
    2 28 23
    2 29 20
    2 30 17
    2 31 10
    2 32 15
    2 33 21
    2 34 18
    2 35 11
    2 36 17
    2 37 13
    2 38 16
    2 39 25
    2 40 20
    2 41 25
    2 42 17
    2 43 7
    2 44 14
    2 45 11
    2 46 5
    2 47 10
    2 48 25
    2 49 6
    2 50 18
    2 51 9
    2 52 22
    2 53 6
    2 54 23
    2 55 21
    2 56 16
    2 57 23
    2 58 10
    2 59 6
    2 60 6
    2 61 6
    2 62 13
    2 63 12
    2 64 5
    2 65 18
    2 66 8
    2 67 14
    2 68 5
    2 69 14
    2 70 16
    2 71 23
    2 72 6
    2 73 19
    2 74 13
    2 75 19
    2 76 6
    2 77 7
    2 78 5
    2 79 14
    2 80 6
    2 81 8
    2 82 13
    2 83 25
    2 84 16
    2 85 20
    2 86 11
    2 87 7
    2 88 21
    2 89 15
    2 90 24
    2 91 6
    2 92 18
    2 93 9
    2 94 15
    2 95 16
    2 96 23
    2 97 24
    2 98 25
    2 99 17
    2 100 11
    3 1 13
    3 2 7
    3 3 18
    3 4 7
    3 5 20
    3 6 11
    3 7 12
    3 8 6
    3 9 23
    3 10 18
    3 11 24
    3 12 19
    3 13 13
    3 14 6
    3 15 11
    3 16 18
    3 17 19
    3 18 8
    3 19 25
    3 20 11
    3 21 19
    3 22 11
    3 23 24
    3 24 13
    3 25 9
    3 26 15
    3 27 16
    3 28 6
    3 29 15
    3 30 8
    3 31 18
    3 32 5
    3 33 20
    3 34 19
    3 35 17
    3 36 12
    3 37 19
    3 38 6
    3 39 5
    3 40 13
    3 41 24
    3 42 25
    3 43 14
    3 44 17
    3 45 22
    3 46 24
    3 47 5
    3 48 7
    3 49 8
    3 50 22
    3 51 11
    3 52 21
    3 53 17
    3 54 22
    3 55 24
    3 56 11
    3 57 21
    3 58 23
    3 59 9
    3 60 5
    3 61 11
    3 62 7
    3 63 10
    3 64 17
    3 65 12
    3 66 17
    3 67 13
    3 68 19
    3 69 8
    3 70 21
    3 71 14
    3 72 23
    3 73 9
    3 74 21
    3 75 7
    3 76 24
    3 77 13
    3 78 13
    3 79 20
    3 80 25
    3 81 22
    3 82 14
    3 83 13
    3 84 14
    3 85 12
    3 86 7
    3 87 11
    3 88 8
    3 89 10
    3 90 22
    3 91 21
    3 92 19
    3 93 15
    3 94 12
    3 95 25
    3 96 15
    3 97 21
    3 98 19
    3 99 6
    3 100 18
    4 1 23
    4 2 20
    4 3 12
    4 4 12
    4 5 12
    4 6 17
    4 7 13
    4 8 12
    4 9 10
    4 10 9
    4 11 24
    4 12 8
    4 13 7
    4 14 22
    4 15 25
    4 16 24
    4 17 11
    4 18 6
    4 19 7
    4 20 20
    4 21 14
    4 22 8
    4 23 25
    4 24 15
    4 25 8
    4 26 20
    4 27 10
    4 28 9
    4 29 8
    4 30 20
    4 31 23
    4 32 5
    4 33 18
    4 34 11
    4 35 7
    4 36 17
    4 37 15
    4 38 18
    4 39 6
    4 40 7
    4 41 18
    4 42 10
    4 43 23
    4 44 16
    4 45 24
    4 46 14
    4 47 5
    4 48 12
    4 49 20
    4 50 21
    4 51 9
    4 52 24
    4 53 22
    4 54 14
    4 55 20
    4 56 12
    4 57 17
    4 58 10
    4 59 9
    4 60 7
    4 61 11
    4 62 6
    4 63 15
    4 64 9
    4 65 13
    4 66 10
    4 67 6
    4 68 14
    4 69 14
    4 70 23
    4 71 10
    4 72 19
    4 73 21
    4 74 18
    4 75 19
    4 76 6
    4 77 21
    4 78 17
    4 79 22
    4 80 12
    4 81 7
    4 82 16
    4 83 13
    4 84 13
    4 85 14
    4 86 6
    4 87 11
    4 88 15
    4 89 7
    4 90 9
    4 91 5
    4 92 17
    4 93 15
    4 94 22
    4 95 5
    4 96 7
    4 97 7
    4 98 16
    4 99 13
    4 100 16
    5 1 15
    5 2 24
    5 3 14
    5 4 9
    5 5 8
    5 6 21
    5 7 14
    5 8 17
    5 9 22
    5 10 9
    5 11 8
    5 12 5
    5 13 25
    5 14 24
    5 15 9
    5 16 23
    5 17 5
    5 18 24
    5 19 13
    5 20 22
    5 21 10
    5 22 25
    5 23 15
    5 24 24
    5 25 19
    5 26 21
    5 27 20
    5 28 24
    5 29 24
    5 30 9
    5 31 7
    5 32 18
    5 33 19
    5 34 8
    5 35 15
    5 36 9
    5 37 9
    5 38 8
    5 39 25
    5 40 23
    5 41 22
    5 42 5
    5 43 5
    5 44 22
    5 45 5
    5 46 17
    5 47 6
    5 48 7
    5 49 20
    5 50 23
    5 51 25
    5 52 17
    5 53 15
    5 54 10
    5 55 15
    5 56 14
    5 57 12
    5 58 17
    5 59 13
    5 60 15
    5 61 25
    5 62 19
    5 63 5
    5 64 14
    5 65 14
    5 66 20
    5 67 16
    5 68 20
    5 69 17
    5 70 17
    5 71 23
    5 72 21
    5 73 5
    5 74 13
    5 75 22
    5 76 21
    5 77 25
    5 78 16
    5 79 9
    5 80 19
    5 81 14
    5 82 12
    5 83 14
    5 84 16
    5 85 14
    5 86 24
    5 87 16
    5 88 14
    5 89 18
    5 90 13
    5 91 6
    5 92 6
    5 93 16
    5 94 15
    5 95 21
    5 96 16
    5 97 6
    5 98 14
    5 99 7
    5 100 9
    6 1 23
    6 2 7
    6 3 20
    6 4 5
    6 5 13
    6 6 15
    6 7 10
    6 8 13
    6 9 18
    6 10 25
    6 11 22
    6 12 10
    6 13 18
    6 14 15
    6 15 13
    6 16 23
    6 17 23
    6 18 8
    6 19 7
    6 20 8
    6 21 10
    6 22 10
    6 23 7
    6 24 11
    6 25 6
    6 26 15
    6 27 5
    6 28 17
    6 29 7
    6 30 22
    6 31 6
    6 32 18
    6 33 25
    6 34 25
    6 35 24
    6 36 11
    6 37 14
    6 38 7
    6 39 12
    6 40 17
    6 41 24
    6 42 11
    6 43 22
    6 44 14
    6 45 11
    6 46 10
    6 47 24
    6 48 11
    6 49 18
    6 50 10
    6 51 16
    6 52 21
    6 53 16
    6 54 23
    6 55 10
    6 56 12
    6 57 25
    6 58 17
    6 59 5
    6 60 7
    6 61 6
    6 62 8
    6 63 16
    6 64 13
    6 65 19
    6 66 15
    6 67 18
    6 68 13
    6 69 9
    6 70 22
    6 71 17
    6 72 21
    6 73 23
    6 74 7
    6 75 25
    6 76 21
    6 77 5
    6 78 9
    6 79 13
    6 80 25
    6 81 17
    6 82 20
    6 83 23
    6 84 16
    6 85 12
    6 86 18
    6 87 17
    6 88 25
    6 89 22
    6 90 8
    6 91 6
    6 92 19
    6 93 20
    6 94 12
    6 95 9
    6 96 14
    6 97 24
    6 98 14
    6 99 24
    6 100 24
    7 1 15
    7 2 25
    7 3 20
    7 4 23
    7 5 17
    7 6 11
    7 7 25
    7 8 22
    7 9 6
    7 10 19
    7 11 15
    7 12 15
    7 13 21
    7 14 13
    7 15 8
    7 16 16
    7 17 8
    7 18 19
    7 19 16
    7 20 9
    7 21 10
    7 22 15
    7 23 8
    7 24 23
    7 25 19
    7 26 9
    7 27 22
    7 28 6
    7 29 23
    7 30 18
    7 31 20
    7 32 15
    7 33 14
    7 34 15
    7 35 22
    7 36 9
    7 37 11
    7 38 23
    7 39 10
    7 40 6
    7 41 10
    7 42 21
    7 43 11
    7 44 25
    7 45 10
    7 46 9
    7 47 8
    7 48 24
    7 49 7
    7 50 24
    7 51 24
    7 52 18
    7 53 7
    7 54 13
    7 55 10
    7 56 6
    7 57 5
    7 58 6
    7 59 20
    7 60 7
    7 61 17
    7 62 9
    7 63 20
    7 64 20
    7 65 6
    7 66 7
    7 67 11
    7 68 16
    7 69 11
    7 70 7
    7 71 8
    7 72 24
    7 73 25
    7 74 10
    7 75 9
    7 76 25
    7 77 11
    7 78 14
    7 79 17
    7 80 20
    7 81 22
    7 82 23
    7 83 21
    7 84 11
    7 85 8
    7 86 19
    7 87 7
    7 88 21
    7 89 14
    7 90 6
    7 91 13
    7 92 23
    7 93 11
    7 94 14
    7 95 15
    7 96 10
    7 97 21
    7 98 11
    7 99 5
    7 100 10
    8 1 25
    8 2 15
    8 3 24
    8 4 24
    8 5 10
    8 6 16
    8 7 25
    8 8 16
    8 9 8
    8 10 14
    8 11 25
    8 12 7
    8 13 18
    8 14 23
    8 15 18
    8 16 21
    8 17 13
    8 18 14
    8 19 11
    8 20 14
    8 21 9
    8 22 6
    8 23 22
    8 24 7
    8 25 13
    8 26 24
    8 27 17
    8 28 16
    8 29 19
    8 30 8
    8 31 5
    8 32 5
    8 33 22
    8 34 21
    8 35 14
    8 36 13
    8 37 17
    8 38 24
    8 39 19
    8 40 7
    8 41 9
    8 42 23
    8 43 17
    8 44 5
    8 45 12
    8 46 24
    8 47 10
    8 48 25
    8 49 21
    8 50 6
    8 51 10
    8 52 14
    8 53 11
    8 54 18
    8 55 10
    8 56 6
    8 57 12
    8 58 12
    8 59 7
    8 60 7
    8 61 13
    8 62 18
    8 63 22
    8 64 7
    8 65 13
    8 66 23
    8 67 20
    8 68 22
    8 69 10
    8 70 12
    8 71 21
    8 72 19
    8 73 24
    8 74 17
    8 75 19
    8 76 15
    8 77 14
    8 78 20
    8 79 21
    8 80 14
    8 81 15
    8 82 5
    8 83 11
    8 84 8
    8 85 6
    8 86 6
    8 87 10
    8 88 14
    8 89 17
    8 90 20
    8 91 12
    8 92 15
    8 93 9
    8 94 10
    8 95 10
    8 96 10
    8 97 12
    8 98 25
    8 99 12
    8 100 14
    9 1 6
    9 2 12
    9 3 5
    9 4 20
    9 5 24
    9 6 20
    9 7 10
    9 8 13
    9 9 25
    9 10 21
    9 11 20
    9 12 6
    9 13 21
    9 14 7
    9 15 15
    9 16 22
    9 17 20
    9 18 12
    9 19 22
    9 20 14
    9 21 21
    9 22 10
    9 23 7
    9 24 6
    9 25 24
    9 26 12
    9 27 15
    9 28 16
    9 29 16
    9 30 13
    9 31 24
    9 32 17
    9 33 10
    9 34 14
    9 35 16
    9 36 7
    9 37 22
    9 38 16
    9 39 10
    9 40 22
    9 41 17
    9 42 10
    9 43 24
    9 44 9
    9 45 23
    9 46 11
    9 47 22
    9 48 23
    9 49 22
    9 50 10
    9 51 10
    9 52 18
    9 53 19
    9 54 12
    9 55 11
    9 56 11
    9 57 6
    9 58 25
    9 59 25
    9 60 17
    9 61 20
    9 62 21
    9 63 22
    9 64 17
    9 65 24
    9 66 17
    9 67 22
    9 68 9
    9 69 13
    9 70 17
    9 71 13
    9 72 16
    9 73 16
    9 74 5
    9 75 15
    9 76 22
    9 77 10
    9 78 22
    9 79 8
    9 80 14
    9 81 20
    9 82 9
    9 83 8
    9 84 7
    9 85 5
    9 86 17
    9 87 16
    9 88 16
    9 89 18
    9 90 23
    9 91 17
    9 92 17
    9 93 25
    9 94 22
    9 95 10
    9 96 19
    9 97 17
    9 98 18
    9 99 18
    9 100 22
    10 1 16
    10 2 16
    10 3 9
    10 4 14
    10 5 18
    10 6 20
    10 7 5
    10 8 8
    10 9 13
    10 10 6
    10 11 6
    10 12 23
    10 13 10
    10 14 12
    10 15 15
    10 16 16
    10 17 20
    10 18 22
    10 19 12
    10 20 8
    10 21 9
    10 22 15
    10 23 16
    10 24 5
    10 25 9
    10 26 20
    10 27 12
    10 28 6
    10 29 12
    10 30 8
    10 31 8
    10 32 12
    10 33 8
    10 34 14
    10 35 7
    10 36 13
    10 37 12
    10 38 18
    10 39 12
    10 40 5
    10 41 23
    10 42 19
    10 43 7
    10 44 12
    10 45 22
    10 46 16
    10 47 18
    10 48 24
    10 49 21
    10 50 8
    10 51 5
    10 52 15
    10 53 6
    10 54 5
    10 55 12
    10 56 25
    10 57 19
    10 58 17
    10 59 5
    10 60 24
    10 61 6
    10 62 11
    10 63 23
    10 64 16
    10 65 11
    10 66 13
    10 67 12
    10 68 9
    10 69 19
    10 70 22
    10 71 19
    10 72 20
    10 73 14
    10 74 15
    10 75 18
    10 76 5
    10 77 16
    10 78 15
    10 79 9
    10 80 21
    10 81 12
    10 82 23
    10 83 20
    10 84 21
    10 85 6
    10 86 13
    10 87 24
    10 88 25
    10 89 17
    10 90 24
    10 91 5
    10 92 14
