data;
param m := 5;
param n := 200;
param c := 
    3 99 47
    3 100 80
    3 101 104
    3 102 43
    3 103 61
    3 104 72
    3 105 82
    3 106 32
    3 107 47
    3 108 68
    3 109 89
    3 110 69
    3 111 49
    3 112 37
    3 113 19
    3 114 29
    3 115 53
    3 116 90
    3 117 50
    3 118 11
    3 119 103
    3 120 106
    3 121 51
    3 122 98
    3 123 43
    3 124 36
    3 125 83
    3 126 48
    3 127 5
    3 128 27
    3 129 48
    3 130 15
    3 131 89
    3 132 34
    3 133 88
    3 134 37
    3 135 21
    3 136 45
    3 137 74
    3 138 51
    3 139 25
    3 140 56
    3 141 28
    3 142 88
    3 143 33
    3 144 51
    3 145 75
    3 146 88
    3 147 20
    3 148 54
    3 149 49
    3 150 62
    3 151 92
    3 152 90
    3 153 14
    3 154 88
    3 155 30
    3 156 105
    3 157 32
    3 158 88
    3 159 50
    3 160 77
    3 161 90
    3 162 48
    3 163 98
    3 164 73
    3 165 11
    3 166 47
    3 167 28
    3 168 104
    3 169 84
    3 170 91
    3 171 32
    3 172 12
    3 173 85
    3 174 60
    3 175 75
    3 176 67
    3 177 117
    3 178 47
    3 179 102
    3 180 20
    3 181 41
    3 182 35
    3 183 67
    3 184 24
    3 185 48
    3 186 50
    3 187 29
    3 188 58
    3 189 59
    3 190 118
    3 191 15
    3 192 96
    3 193 40
    3 194 84
    3 195 76
    3 196 12
    3 197 39
    3 198 36
    3 199 100
    3 200 70
    4 1 81
    4 2 35
    4 3 25
    4 4 10
    4 5 11
    4 6 108
    4 7 59
    4 8 34
    4 9 90
    4 10 35
    4 11 55
    4 12 75
    4 13 67
    4 14 75
    4 15 104
    4 16 78
    4 17 48
    4 18 24
    4 19 78
    4 20 36
    4 21 3
    4 22 62
    4 23 23
    4 24 44
    4 25 6
    4 26 60
    4 27 56
    4 28 94
    4 29 19
    4 30 28
    4 31 28
    4 32 109
    4 33 106
    4 34 104
    4 35 17
    4 36 66
    4 37 36
    4 38 40
    4 39 45
    4 40 102
    4 41 93
    4 42 51
    4 43 109
    4 44 49
    4 45 95
    4 46 90
    4 47 88
    4 48 74
    4 49 64
    4 50 20
    4 51 105
    4 52 48
    4 53 99
    4 54 109
    4 55 50
    4 56 62
    4 57 54
    4 58 68
    4 59 45
    4 60 79
    4 61 107
    4 62 56
    4 63 14
    4 64 28
    4 65 39
    4 66 27
    4 67 13
    4 68 117
    4 69 40
    4 70 64
    4 71 84
    4 72 24
    4 73 31
    4 74 68
    4 75 69
    4 76 56
    4 77 28
    4 78 87
    4 79 59
    4 80 84
    4 81 99
    4 82 43
    4 83 29
    4 84 21
    4 85 71
    4 86 69
    4 87 23
    4 88 72
    4 89 79
    4 90 110
    4 91 43
    4 92 91
    4 93 90
    4 94 109
    4 95 73
    4 96 76
    4 97 84
    4 98 33
    4 99 69
    4 100 80
    4 101 51
    4 102 54
    4 103 39
    4 104 55
    4 105 67
    4 106 8
    4 107 68
    4 108 90
    4 109 43
    4 110 64
    4 111 49
    4 112 72
    4 113 86
    4 114 26
    4 115 44
    4 116 49
    4 117 40
    4 118 77
    4 119 40
    4 120 83
    4 121 65
    4 122 45
    4 123 60
    4 124 78
    4 125 73
    4 126 21
    4 127 53
    4 128 85
    4 129 84
    4 130 74
    4 131 74
    4 132 62
    4 133 77
    4 134 43
    4 135 86
    4 136 53
    4 137 95
    4 138 34
    4 139 54
    4 140 91
    4 141 27
    4 142 51
    4 143 80
    4 144 61
    4 145 71
    4 146 38
    4 147 95
    4 148 82
    4 149 94
    4 150 7
    4 151 34
    4 152 103
    4 153 35
    4 154 99
    4 155 41
    4 156 69
    4 157 108
    4 158 90
    4 159 36
    4 160 32
    4 161 31
    4 162 43
    4 163 51
    4 164 67
    4 165 35
    4 166 90
    4 167 55
    4 168 58
    4 169 59
    4 170 11
    4 171 27
    4 172 100
    4 173 20
    4 174 89
    4 175 72
    4 176 59
    4 177 117
    4 178 98
    4 179 22
    4 180 19
    4 181 37
    4 182 38
    4 183 111
    4 184 104
    4 185 60
    4 186 94
    4 187 41
    4 188 55
    4 189 41
    4 190 92
    4 191 53
    4 192 32
    4 193 91
    4 194 38
    4 195 55
    4 196 81
    4 197 94
    4 198 72
    4 199 5
    4 200 54
    5 1 40
    5 2 66
    5 3 21
    5 4 19
    5 5 74
    5 6 18
    5 7 52
    5 8 31
    5 9 33
    5 10 102
    5 11 94
    5 12 18
    5 13 66
    5 14 11
    5 15 108
    5 16 60
    5 17 25
    5 18 44
    5 19 89
    5 20 73
    5 21 32
    5 22 73
    5 23 10
    5 24 44
    5 25 2
    5 26 118
    5 27 72
    5 28 36
    5 29 56
    5 30 71
    5 31 31
    5 32 84
    5 33 69
    5 34 107
    5 35 80
    5 36 93
    5 37 55
    5 38 99
    5 39 41
    5 40 90
    5 41 22
    5 42 32
    5 43 74
    5 44 79
    5 45 71
    5 46 50
    5 47 114
    5 48 47
    5 49 109
    5 50 95
    5 51 108
    5 52 56
    5 53 13
    5 54 72
    5 55 26
    5 56 32
    5 57 15
    5 58 24
    5 59 100
    5 60 82
    5 61 75
    5 62 75
    5 63 17
    5 64 38
    5 65 89
    5 66 7
    5 67 60
    5 68 51
    5 69 60
    5 70 19
    5 71 35
    5 72 68
    5 73 23
    5 74 70
    5 75 80
    5 76 89
    5 77 68
    5 78 59
    5 79 32
    5 80 5
    5 81 18
    5 82 25
    5 83 48
    5 84 107
    5 85 6
    5 86 78
    5 87 110
    5 88 61
    5 89 53
    5 90 60
    5 91 114
    5 92 96
    5 93 40
    5 94 8
    5 95 64
    5 96 85
    5 97 36
    5 98 83
    5 99 55
    5 100 44
    5 101 41
    5 102 24
    5 103 100
    5 104 63
    5 105 25
    5 106 102
    5 107 79
    5 108 33
    5 109 75
    5 110 108
    5 111 75
    5 112 35
    5 113 80
    5 114 46
    5 115 60
    5 116 65
    5 117 49
    5 118 19
    5 119 86
    5 120 76
    5 121 9
    5 122 74
    5 123 98
    5 124 55
    5 125 90
    5 126 100
    5 127 23
    5 128 100
    5 129 19
    5 130 10
    5 131 43
    5 132 85
    5 133 19
    5 134 24
    5 135 35
    5 136 72
    5 137 51
    5 138 95
    5 139 30
    5 140 76
    5 141 115
    5 142 47
    5 143 93
    5 144 22
    5 145 65
    5 146 80
    5 147 61
    5 148 97
    5 149 31
    5 150 28
    5 151 8
    5 152 70
    5 153 56
    5 154 95
    5 155 27
    5 156 99
    5 157 76
    5 158 44
    5 159 115
    5 160 35
    5 161 40
    5 162 70
    5 163 42
    5 164 49
    5 165 70
    5 166 34
    5 167 112
    5 168 37
    5 169 12
    5 170 101
    5 171 49
    5 172 54
    5 173 28
    5 174 50
    5 175 45
    5 176 111
    5 177 44
    5 178 106
    5 179 81
    5 180 87
    5 181 73
    5 182 58
    5 183 66
    5 184 72
    5 185 30
    5 186 34
    5 187 91
    5 188 8
    5 189 103
    5 190 13
    5 191 18
    5 192 11
    5 193 10
    5 194 24
    5 195 80
    5 196 54
    5 197 102
    5 198 68
    5 199 115
    5 200 41;
param a := 
    1 1 33
    1 2 27
    1 3 15
    1 4 58
    1 5 48
    1 6 72
    1 7 61
    1 8 13
    1 9 9
    1 10 11
    1 11 85
    1 12 54
    1 13 92
    1 14 71
    1 15 10
    1 16 44
    1 17 49
    1 18 39
    1 19 98
    1 20 65
    1 21 26
    1 22 65
    1 23 90
    1 24 49
    1 25 13
    1 26 63
    1 27 30
    1 28 25
    1 29 34
    1 30 55
    1 31 33
    1 32 6
    1 33 55
    1 34 11
    1 35 54
    1 36 35
    1 37 84
    1 38 20
    1 39 18
    1 40 5
    1 41 64
    1 42 58
    1 43 74
    1 44 98
    1 45 33
    1 46 79
    1 47 24
    1 48 26
    1 49 33
    1 50 89
    1 51 96
    1 52 42
    1 53 68
    1 54 50
    1 55 17
    1 56 1
    1 57 71
    1 58 49
    1 59 35
    1 60 26
    1 61 89
    1 62 94
    1 63 77
    1 64 72
    1 65 52
    1 66 78
    1 67 60
    1 68 40
    1 69 22
    1 70 46
    1 71 63
    1 72 28
    1 73 97
    1 74 40
    1 75 74
    1 76 85
    1 77 71
    1 78 32
    1 79 11
    1 80 34
    1 81 3
    1 82 31
    1 83 39
    1 84 48
    1 85 18
    1 86 74
    1 87 77
    1 88 44
    1 89 96
    1 90 81
    1 91 27
    1 92 59
    1 93 45
    1 94 87
    1 95 7
    1 96 5
    1 97 36
    1 98 38
    1 99 21
    1 100 38
    1 101 2
    1 102 55
    1 103 58
    1 104 51
    1 105 50
    1 106 48
    1 107 45
    1 108 30
    1 109 15
    1 110 4
    1 111 44
    1 112 74
    1 113 1
    1 114 12
    1 115 30
    1 116 23
    1 117 23
    1 118 55
    1 119 26
    1 120 94
    1 121 7
    1 122 37
    1 123 30
    1 124 63
    1 125 61
    1 126 68
    1 127 38
    1 128 9
    1 129 80
    1 130 76
    1 131 59
    1 132 43
    1 133 76
    1 134 73
    1 135 52
    1 136 38
    1 137 19
    1 138 47
    1 139 77
    1 140 95
    1 141 79
    1 142 90
    1 143 78
    1 144 47
    1 145 29
    1 146 51
    1 147 10
    1 148 54
    1 149 38
    1 150 30
    1 151 3
    1 152 64
    1 153 82
    1 154 69
    1 155 5
    1 156 22
    1 157 10
    1 158 93
    1 159 67
    1 160 83
    1 161 14
    1 162 46
    1 163 30
    1 164 13
    1 165 5
    1 166 50
    1 167 76
    1 168 52
    1 169 65
    1 170 72
    1 171 99
    1 172 87
    1 173 88
    1 174 5
    1 175 55
    1 176 53
    1 177 48
    1 178 41
    1 179 50
    1 180 71
    1 181 28
    1 182 57
    1 183 35
    1 184 66
    1 185 59
    1 186 96
    1 187 46
    1 188 68
    1 189 71
    1 190 40
    1 191 79
    1 192 24
    1 193 29
    1 194 76
    1 195 23
    1 196 55
    1 197 57
    1 198 56
    1 199 48
    1 200 50
    2 1 5
    2 2 32
    2 3 72
    2 4 63
    2 5 79
    2 6 90
    2 7 99
    2 8 85
    2 9 78
    2 10 43
    2 11 59
    2 12 56
    2 13 69
    2 14 20
    2 15 28
    2 16 6
    2 17 37
    2 18 14
    2 19 81
    2 20 81
    2 21 33
    2 22 9
    2 23 39
    2 24 28
    2 25 75
    2 26 66
    2 27 63
    2 28 20
    2 29 13
    2 30 83
    2 31 67
    2 32 89
    2 33 17
    2 34 6
    2 35 91
    2 36 25
    2 37 93
    2 38 4
    2 39 20
    2 40 38
    2 41 98
    2 42 93
    2 43 77
    2 44 33
    2 45 43
    2 46 22
    2 47 76
    2 48 89
    2 49 72
    2 50 88
    2 51 73
    2 52 84
    2 53 95
    2 54 20
    2 55 1
    2 56 83
    2 57 60
    2 58 85
    2 59 11
    2 60 10
    2 61 60
    2 62 46
    2 63 19
    2 64 22
    2 65 36
    2 66 45
    2 67 87
    2 68 20
    2 69 86
    2 70 30
    2 71 12
    2 72 99
    2 73 47
    2 74 99
    2 75 82
    2 76 78
    2 77 45
    2 78 87
    2 79 56
    2 80 15
    2 81 80
    2 82 55
    2 83 20
    2 84 52
    2 85 65
    2 86 18
    2 87 99
    2 88 78
    2 89 54
    2 90 78
    2 91 58
    2 92 70
    2 93 97
    2 94 82
    2 95 74
    2 96 97
    2 97 58
    2 98 73
    2 99 24
    2 100 46
    2 101 19
    2 102 71
    2 103 53
    2 104 56
    2 105 24
    2 106 39
    2 107 85
    2 108 8
    2 109 76
    2 110 64
    2 111 31
    2 112 82
    2 113 38
    2 114 24
    2 115 53
    2 116 3
    2 117 61
    2 118 66
    2 119 54
    2 120 98
    2 121 85
    2 122 59
    2 123 33
    2 124 94
    2 125 32
    2 126 48
    2 127 86
    2 128 61
    2 129 40
    2 130 85
    2 131 1
    2 132 45
    2 133 65
    2 134 55
    2 135 5
    2 136 90
    2 137 87
    2 138 64
    2 139 29
    2 140 92
    2 141 49
    2 142 20
    2 143 46
    2 144 85
    2 145 79
    2 146 77
    2 147 39
    2 148 3
    2 149 9
    2 150 54
    2 151 72
    2 152 24
    2 153 40
    2 154 15
    2 155 97
    2 156 23
    2 157 80
    2 158 24
    2 159 93
    2 160 57
    2 161 96
    2 162 49
    2 163 51
    2 164 6
    2 165 6
    2 166 29
    2 167 16
    2 168 83
    2 169 52
    2 170 96
    2 171 95
    2 172 44
    2 173 84
    2 174 48
    2 175 31
    2 176 15
    2 177 99
    2 178 67
    2 179 77
    2 180 66
    2 181 45
    2 182 88
    2 183 40
    2 184 34
    2 185 65
    2 186 4
    2 187 49
    2 188 43
    2 189 67
    2 190 13
    2 191 18
    2 192 25
    2 193 100
    2 194 3
    2 195 43
    2 196 67
    2 197 31
    2 198 64
    2 199 17
    2 200 10
    3 1 96
    3 2 31
    3 3 96
    3 4 23
    3 5 14
    3 6 61
    3 7 3
    3 8 62
    3 9 51
    3 10 19
    3 11 3
    3 12 52
    3 13 16
    3 14 1
    3 15 33
    3 16 3
    3 17 68
    3 18 56
    3 19 18
    3 20 90
    3 21 30
    3 22 39
    3 23 67
    3 24 2
    3 25 85
    3 26 58
    3 27 78
    3 28 10
    3 29 42
    3 30 50
    3 31 23
    3 32 46
    3 33 54
    3 34 33
    3 35 80
    3 36 39
    3 37 77
    3 38 92
    3 39 60
    3 40 9
    3 41 49
    3 42 30
    3 43 87
    3 44 66
    3 45 76
    3 46 45
    3 47 8
    3 48 4
    3 49 12
    3 50 75
    3 51 69
    3 52 43
    3 53 13
    3 54 46
    3 55 33
    3 56 21
    3 57 44
    3 58 98
    3 59 92
    3 60 66
    3 61 48
    3 62 1
    3 63 35
    3 64 60
    3 65 22
    3 66 43
    3 67 30
    3 68 44
    3 69 24
    3 70 98
    3 71 85
    3 72 40
    3 73 64
    3 74 68
    3 75 30
    3 76 64
    3 77 90
    3 78 95
    3 79 8
    3 80 5
    3 81 24
    3 82 34
    3 83 3
    3 84 32
    3 85 70
    3 86 3
    3 87 92
    3 88 15
    3 89 30
    3 90 76
    3 91 56
    3 92 11
    3 93 69
    3 94 54
    3 95 36
    3 96 21
    3 97 55
    3 98 69
    3 99 63
    3 100 41
    3 101 13
    3 102 59
    3 103 47
    3 104 33
    3 105 29
    3 106 74
    3 107 73
    3 108 45
    3 109 30
    3 110 46
    3 111 60
    3 112 72
    3 113 88
    3 114 79
    3 115 54
    3 116 30
    3 117 64
    3 118 98
    3 119 2
    3 120 8
    3 121 54
    3 122 20
    3 123 75
    3 124 71
    3 125 32
    3 126 65
    3 127 97
    3 128 92
    3 129 66
    3 130 94
    3 131 29
    3 132 77
    3 133 13
    3 134 74
    3 135 99
    3 136 65
    3 137 36
    3 138 61
    3 139 86
    3 140 56
    3 141 81
    3 142 18
    3 143 74
    3 144 68
    3 145 46
    3 146 29
    3 147 89
    3 148 60
    3 149 69
    3 150 44
    3 151 10
    3 152 28
    3 153 87
    3 154 27
    3 155 90
    3 156 15
    3 157 75
    3 158 14
    3 159 69
    3 160 34
    3 161 29
    3 162 72
    3 163 15
    3 164 48
    3 165 100
    3 166 65
    3 167 76
    3 168 8
    3 169 34
    3 170 13
    3 171 76
    3 172 93
    3 173 35
    3 174 51
    3 175 46
    3 176 53
    3 177 3
    3 178 72
    3 179 12
    3 180 89
    3 181 67
    3 182 74
    3 183 44
    3 184 93
    3 185 59
    3 186 68
    3 187 73
    3 188 61
    3 189 45
    3 190 2
    3 191 91
    3 192 6
    3 193 76
    3 194 28
    3 195 41
    3 196 96
    3 197 63
    3 198 77
    3 199 1
    3 200 32
    4 1 34
    4 2 86
    4 3 86
    4 4 97
    4 5 93
    4 6 6
    4 7 55
    4 8 82
    4 9 20
    4 10 72
    4 11 60
    4 12 34
    4 13 50
    4 14 41
    4 15 17
    4 16 24
    4 17 61
    4 18 86
    4 19 34
    4 20 75
    4 21 100
    4 22 52
    4 23 85
    4 24 62
    4 25 100
    4 26 60
    4 27 61
    4 28 9
    4 29 97
    4 30 76
    4 31 78
    4 32 4
    4 33 6
    4 34 8
    4 35 89
    4 36 55
    4 37 66
    4 38 68
    4 39 66
    4 40 9
    4 41 19
    4 42 60
    4 43 5
    4 44 56
    4 45 18
    4 46 24
    4 47 27
    4 48 33
    4 49 41
    4 50 94
    4 51 14
    4 52 67
    4 53 4
    4 54 8
    4 55 56
    4 56 54
    4 57 52
    4 58 38
    4 59 63
    4 60 24
    4 61 8
    4 62 49
    4 63 98
    4 64 86
    4 65 77
    4 66 79
    4 67 96
    4 68 2
    4 69 76
    4 70 42
    4 71 27
    4 72 85
    4 73 82
    4 74 44
    4 75 52
    4 76 65
    4 77 83
    4 78 22
    4 79 57
    4 80 35
    4 81 7
    4 82 78
    4 83 91
    4 84 97
    4 85 34
    4 86 38
    4 87 96
    4 88 31
    4 89 42
    4 90 3
    4 91 71
    4 92 23
    4 93 12
    4 94 7
    4 95 35
    4 96 40
    4 97 37
    4 98 71
    4 99 52
    4 100 21
    4 101 53
    4 102 56
    4 103 71
    4 104 55
    4 105 49
    4 106 100
    4 107 41
    4 108 17
    4 109 63
    4 110 54
    4 111 72
    4 112 37
    4 113 28
    4 114 95
    4 115 76
    4 116 68
    4 117 73
    4 118 30
    4 119 80
    4 120 38
    4 121 41
    4 122 68
    4 123 42
    4 124 35
    4 125 32
    4 126 81
    4 127 48
    4 128 23
    4 129 32
    4 130 28
    4 131 34
    4 132 40
    4 133 35
    4 134 60
    4 135 15
    4 136 66
    4 137 19
    4 138 77
    4 139 48
    4 140 15
    4 141 88
    4 142 64
    4 143 24
    4 144 45
    4 145 31
    4 146 77
    4 147 15
    4 148 34
    4 149 16
    4 150 95
    4 151 67
    4 152 18
    4 153 79
    4 154 18
    4 155 68
    4 156 36
    4 157 3
    4 158 24
    4 159 79
    4 160 88
    4 161 70
    4 162 66
    4 163 56
    4 164 34
    4 165 71
    4 166 25
    4 167 62
    4 168 56
    4 169 53
    4 170 96
    4 171 82
    4 172 7
    4 173 97
    4 174 15
    4 175 47
    4 176 61
    4 177 2
    4 178 23
    4 179 88
    4 180 93
    4 181 67
    4 182 65
    4 183 1
    4 184 9
    4 185 44
    4 186 11
    4 187 76
    4 188 51
    4 189 68
    4 190 12
    4 191 56
    4 192 86
    4 193 17
    4 194 71
    4 195 65
    4 196 26
    4 197 20
    4 198 45
    4 199 96
    4 200 63
    5 1 68
    5 2 50
    5 3 85
    5 4 92
    5 5 37
    5 6 95
    5 7 62
    5 8 85
    5 9 87
    5 10 8
    5 11 9
    5 12 91
    5 13 37
    5 14 95
    5 15 9
    5 16 48
    5 17 85
    5 18 75
    5 19 26
    5 20 48
    5 21 80
    5 22 41
    5 23 91
    5 24 66
    5 25 99
    5 26 3
    5 27 43
    5 28 85
    5 29 48
    5 30 35
    5 31 89
    5 32 23
    5 33 42
    5 34 5
    5 35 36
    5 36 13
    5 37 66
    5 38 11
    5 39 73
    5 40 13
    5 41 92
    5 42 77
    5 43 29
    5 44 22
    5 45 49
    5 46 60
    5 47 6
    5 48 68
    5 49 9
    5 50 11
    5 51 12
    5 52 46
    5 53 99
    5 54 32
    5 55 80
    5 56 72
    5 57 100
    5 58 94
    5 59 6
    5 60 27
    5 61 34
    5 62 31
    5 63 95
    5 64 67
    5 65 14
    5 66 97
    5 67 47
    5 68 60
    5 69 51
    5 70 93
    5 71 67
    5 72 39
    5 73 82
    5 74 47
    5 75 29
    5 76 24
    5 77 35
    5 78 59
    5 79 87
    5 80 99
    5 81 84
    5 82 91
    5 83 66
    5 84 7
    5 85 99
    5 86 25
    5 87 4
    5 88 46
    5 89 65
    5 90 46
    5 91 4
    5 92 16
    5 93 62
    5 94 93
    5 95 53
    5 96 23
    5 97 80
    5 98 34
    5 99 64
    5 100 70
    5 101 67
    5 102 94
    5 103 18
    5 104 52
    5 105 80
    5 106 7
    5 107 27
    5 108 83
    5 109 35
    5 110 11
    5 111 34
    5 112 67
    5 113 35
    5 114 61
    5 115 49
    5 116 43
    5 117 59
    5 118 83
    5 119 27
    5 120 26
    5 121 98
    5 122 35
    5 123 22
    5 124 62
    5 125 28
    5 126 2
    5 127 86
    5 128 15
    5 129 95
    5 130 97
    5 131 69
    5 132 27
    5 133 100
    5 134 87
    5 135 82
    5 136 39
    5 137 69
    5 138 18
    5 139 76
    5 140 35
    5 141 1
    5 142 58
    5 143 13
    5 144 96
    5 145 50
    5 146 36
    5 147 60
    5 148 11
    5 149 70
    5 150 91
    5 151 99
    5 152 47
    5 153 61
    5 154 7
    5 155 79
    5 156 20
    5 157 38
    5 158 60
    5 159 4
    5 160 67
    5 161 76
    5 162 38
    5 163 77
    5 164 63
    5 165 45
    5 166 67
    5 167 1
    5 168 84
    5 169 94
    5 170 12
    5 171 62
    5 172 58
    5 173 90
    5 174 64
    5 175 73
    5 176 7
    5 177 72
    5 178 5
    5 179 32
    5 180 16
    5 181 31
    5 182 55
    5 183 53
    5 184 42
    5 185 79
    5 186 82
    5 187 30
    5 188 96
    5 189 6
    5 190 92
    5 191 97
    5 192 97
