data;
param m := 5;
param n := 100;
param c := 
    5 1 45
    5 2 22
    5 3 33
    5 4 33
    5 5 54
    5 6 66
    5 7 110
    5 8 23
    5 9 80
    5 10 42
    5 11 30
    5 12 114
    5 13 28
    5 14 72
    5 15 75
    5 16 92
    5 17 48
    5 18 107
    5 19 23
    5 20 68
    5 21 72
    5 22 110
    5 23 45
    5 24 74
    5 25 34
    5 26 45
    5 27 58
    5 28 90
    5 29 96
    5 30 10
    5 31 53
    5 32 37
    5 33 57
    5 34 30
    5 35 82
    5 36 87
    5 37 38
    5 38 70
    5 39 40
    5 40 28
    5 41 89
    5 42 76
    5 43 82
    5 44 51
    5 45 36
    5 46 55
    5 47 81
    5 48 20
    5 49 85
    5 50 82
    5 51 90
    5 52 102
    5 53 40
    5 54 21
    5 55 25
    5 56 31
    5 57 85
    5 58 90
    5 59 49
    5 60 72
    5 61 54
    5 62 47
    5 63 102
    5 64 86
    5 65 40
    5 66 61
    5 67 26
    5 68 85
    5 69 38
    5 70 70
    5 71 16
    5 72 63
    5 73 37
    5 74 76
    5 75 53
    5 76 36
    5 77 47
    5 78 112
    5 79 61
    5 80 23
    5 81 107
    5 82 17
    5 83 39
    5 84 40
    5 85 56
    5 86 27
    5 87 36
    5 88 54
    5 89 26
    5 90 39
    5 91 57
    5 92 46
    5 93 49
    5 94 43
    5 95 45
    5 96 35
    5 97 26
    5 98 61
    5 99 34
    5 100 63;
param a := 
    1 1 28
    1 2 16
    1 3 29
    1 4 57
    1 5 46
    1 6 58
    1 7 66
    1 8 42
    1 9 36
    1 10 74
    1 11 83
    1 12 11
    1 13 38
    1 14 89
    1 15 76
    1 16 24
    1 17 40
    1 18 7
    1 19 81
    1 20 99
    1 21 6
    1 22 6
    1 23 78
    1 24 68
    1 25 44
    1 26 35
    1 27 18
    1 28 98
    1 29 30
    1 30 19
    1 31 61
    1 32 65
    1 33 32
    1 34 50
    1 35 62
    1 36 32
    1 37 64
    1 38 91
    1 39 87
    1 40 26
    1 41 12
    1 42 53
    1 43 95
    1 44 65
    1 45 51
    1 46 74
    1 47 61
    1 48 22
    1 49 7
    1 50 78
    1 51 98
    1 52 86
    1 53 78
    1 54 21
    1 55 28
    1 56 9
    1 57 72
    1 58 8
    1 59 71
    1 60 83
    1 61 67
    1 62 97
    1 63 12
    1 64 51
    1 65 59
    1 66 68
    1 67 90
    1 68 98
    1 69 5
    1 70 69
    1 71 95
    1 72 14
    1 73 15
    1 74 19
    1 75 2
    1 76 77
    1 77 11
    1 78 88
    1 79 28
    1 80 61
    1 81 12
    1 82 26
    1 83 56
    1 84 2
    1 85 41
    1 86 58
    1 87 84
    1 88 31
    1 89 29
    1 90 26
    1 91 75
    1 92 13
    1 93 26
    1 94 91
    1 95 45
    1 96 99
    1 97 55
    1 98 74
    1 99 63
    1 100 17
    2 1 56
    2 2 51
    2 3 27
    2 4 33
    2 5 40
    2 6 82
    2 7 50
    2 8 85
    2 9 95
    2 10 84
    2 11 50
    2 12 33
    2 13 80
    2 14 40
    2 15 72
    2 16 34
    2 17 34
    2 18 37
    2 19 30
    2 20 59
    2 21 42
    2 22 34
    2 23 94
    2 24 100
    2 25 86
    2 26 64
    2 27 25
    2 28 47
    2 29 22
    2 30 42
    2 31 67
    2 32 100
    2 33 11
    2 34 18
    2 35 8
    2 36 8
    2 37 44
    2 38 21
    2 39 21
    2 40 72
    2 41 86
    2 42 35
    2 43 82
    2 44 23
    2 45 94
    2 46 80
    2 47 99
    2 48 13
    2 49 9
    2 50 99
    2 51 29
    2 52 18
    2 53 97
    2 54 49
    2 55 27
    2 56 2
    2 57 39
    2 58 99
    2 59 1
    2 60 31
    2 61 24
    2 62 20
    2 63 20
    2 64 3
    2 65 76
    2 66 73
    2 67 45
    2 68 62
    2 69 42
    2 70 89
    2 71 30
    2 72 70
    2 73 81
    2 74 38
    2 75 67
    2 76 16
    2 77 96
    2 78 80
    2 79 23
    2 80 22
    2 81 24
    2 82 9
    2 83 33
    2 84 29
    2 85 39
    2 86 58
    2 87 6
    2 88 21
    2 89 83
    2 90 4
    2 91 8
    2 92 84
    2 93 84
    2 94 25
    2 95 77
    2 96 30
    2 97 66
    2 98 40
    2 99 31
    2 100 14
    3 1 9
    3 2 10
    3 3 26
    3 4 56
    3 5 83
    3 6 9
    3 7 31
    3 8 92
    3 9 90
    3 10 44
    3 11 65
    3 12 86
    3 13 50
    3 14 51
    3 15 76
    3 16 7
    3 17 72
    3 18 22
    3 19 97
    3 20 11
    3 21 27
    3 22 7
    3 23 63
    3 24 33
    3 25 83
    3 26 48
    3 27 24
    3 28 32
    3 29 3
    3 30 65
    3 31 42
    3 32 79
    3 33 80
    3 34 80
    3 35 94
    3 36 55
    3 37 6
    3 38 88
    3 39 84
    3 40 28
    3 41 36
    3 42 49
    3 43 80
    3 44 80
    3 45 63
    3 46 33
    3 47 76
    3 48 68
    3 49 60
    3 50 72
    3 51 2
    3 52 69
    3 53 90
    3 54 59
    3 55 68
    3 56 6
    3 57 62
    3 58 53
    3 59 85
    3 60 5
    3 61 21
    3 62 18
    3 63 39
    3 64 70
    3 65 48
    3 66 68
    3 67 52
    3 68 39
    3 69 73
    3 70 36
    3 71 19
    3 72 99
    3 73 55
    3 74 43
    3 75 57
    3 76 25
    3 77 53
    3 78 85
    3 79 38
    3 80 23
    3 81 27
    3 82 13
    3 83 57
    3 84 40
    3 85 100
    3 86 31
    3 87 10
    3 88 25
    3 89 23
    3 90 72
    3 91 16
    3 92 95
    3 93 62
    3 94 87
    3 95 68
    3 96 97
    3 97 66
    3 98 13
    3 99 52
    3 100 27
    4 1 15
    4 2 37
    4 3 18
    4 4 77
    4 5 28
    4 6 46
    4 7 21
    4 8 89
    4 9 16
    4 10 57
    4 11 48
    4 12 80
    4 13 55
    4 14 20
    4 15 32
    4 16 17
    4 17 93
    4 18 18
    4 19 61
    4 20 10
    4 21 25
    4 22 14
    4 23 8
    4 24 92
    4 25 79
    4 26 86
    4 27 58
    4 28 66
    4 29 46
    4 30 26
    4 31 83
    4 32 83
    4 33 76
    4 34 96
    4 35 42
    4 36 29
    4 37 95
    4 38 51
    4 39 29
    4 40 85
    4 41 58
    4 42 22
    4 43 78
    4 44 43
    4 45 87
    4 46 42
    4 47 30
    4 48 37
    4 49 15
    4 50 36
    4 51 77
    4 52 77
    4 53 88
    4 54 54
    4 55 87
    4 56 34
    4 57 32
    4 58 49
    4 59 23
    4 60 80
    4 61 61
    4 62 91
    4 63 65
    4 64 20
    4 65 5
    4 66 39
    4 67 39
    4 68 21
    4 69 55
    4 70 22
    4 71 75
    4 72 76
    4 73 96
    4 74 76
    4 75 84
    4 76 15
    4 77 24
    4 78 96
    4 79 91
    4 80 88
    4 81 23
    4 82 23
    4 83 96
    4 84 40
    4 85 90
    4 86 45
    4 87 13
    4 88 7
    4 89 93
    4 90 30
    4 91 63
    4 92 40
    4 93 41
    4 94 64
    4 95 55
    4 96 98
    4 97 64
    4 98 16
    4 99 42
    4 100 14
    5 1 65
    5 2 94
    5 3 85
    5 4 70
    5 5 55
    5 6 36
    5 7 9
    5 8 93
    5 9 26
    5 10 76
    5 11 88
    5 12 1
    5 13 81
    5 14 38
    5 15 43
    5 16 9
    5 17 70
    5 18 7
    5 19 79
    5 20 42
    5 21 40
    5 22 8
    5 23 59
    5 24 42
    5 25 77
    5 26 73
    5 27 43
    5 28 22
    5 29 22
    5 30 96
    5 31 67
    5 32 67
    5 33 45
    5 34 75
    5 35 21
    5 36 23
    5 37 69
    5 38 39
    5 39 75
    5 40 74
    5 41 14
    5 42 44
    5 43 29
    5 44 55
    5 45 65
    5 46 63
    5 47 27
    5 48 91
    5 49 25
    5 50 34
    5 51 14
    5 52 19
    5 53 63
    5 54 83
    5 55 80
    5 56 81
    5 57 18
    5 58 15
    5 59 53
    5 60 45
    5 61 58
    5 62 73
    5 63 15
    5 64 35
    5 65 71
    5 66 46
    5 67 78
    5 68 35
    5 69 83
    5 70 46
    5 71 94
    5 72 50
    5 73 67
    5 74 35
    5 75 54
    5 76 78
    5 77 57
    5 78 2
    5 79 42
    5 80 91
    5 81 12
    5 82 91
    5 83 82
    5 84 61
    5 85 62
    5 86 75
    5 87 76
    5 88 47
    5 89 75
    5 90 62
    5 91 44
    5 92 67
    5 93 61
    5 94 61
    5 95 71
    5 96 72
    5 97 79
    5 98 56
    5 99 87
    5 100 57;
param b := 
    1 798
    2 760
    3 810
    4 824
    5 868;
end;
